latitude,longitude,value,content
30.20517781, -97.75364742, neg
42.25111316, -71.07689056, pos
41.94091949, -79.19657898, neg
42.80614271, -78.73870438, pos
40.56666017, -81.49929388, pos
55.0830236, -3.639144, pos
51.50642828, -2.62744904, neg
33.93298809, -118.12023468, neg
53.57031373, -2.22474989, neg
40.67446667, -73.67999664, pos
26.42234973, -82.07833037, neg
-1.29537, 36.79613, neg
43.4366985, -83.9500926, neg
40.3448097, -78.8850688, pos
39.3466262, -76.5223945, neg
42.2970395, -71.42753045, neg
41.06523412, -81.46166596, neg
39.4464019, -76.8042996, neg
37.440422, -76.815915, pos
33.45748855, -112.39318899, neg
1.35592477, 103.95643964, neg
40.5780239, -98.39929287, neg
54.51132429, -1.35760312, neg
34.00221773, -84.17554449, neg
38.9454604, -92.36854412, pos
32.50225477, -87.83915172, neg
29.15647897, -82.02664118, neg
26.19832635, 50.50388986, pos
32.6449077, -83.6778686, pos
5.564832, 5.7792546, pos
53.4336007, -2.1792368, pos
29.6290183, -83.11565545, neg
45.47689873, -91.6983714, pos
54.83217987, -1.3725044, neg
52.21064373, -6.38271377, neg
36.40710757, -85.31570247, neg
45.71999492, -122.68915658, neg
50.62197113, -1.17783213, neg
53.11670205, -2.18062685, neg
54.59930881, -5.8726913, neg
53.51877102, -2.22106269, neg
41.88839078, -80.73198079, neg
13.0244121, 77.5965848, neg
39.95319454, -74.94762904, neg
51.0210889, -114.15806569, neg
40.22122428, -74.85357972, neg
1.40027027, 103.74413301, neg
31.4950873, -82.83137135, neg
43.39791433, -84.62314969, neg
52.2973309, -7.2642993, neg
41.20576095, -78.81669616, pos
29.74024404, -95.51932834, neg
32.84265827, -96.97757942, pos
34.68747785, -77.04476164, neg
38.94571987, -92.368251, neg
41.88804564, -87.62626724, pos
40.11893397, -83.12506123, neg
50.65799958, -1.15060552, pos
40.86370018, -74.38206193, neg
30.18153756, -92.05878674, neg
53.59537009, -1.29983218, neg
41.4450597, -81.71917511, neg
40.25092288, -74.08620103, neg
10.37024475, 123.91473876, neg
47.820592, -122.287912, neg
43.0370138, -85.7086912, pos
40.16555229, -80.23767922, neg
52.29535771, -0.58459693, neg
25.29045299, 55.37073572, neg
33.01374899, -96.5120988, neg
29.75523769, -95.3618441, pos
3.109356, 101.6739951, neg
53.85406204, -1.5333437, neg
40.2250417, -83.3808825, neg
34.05139605, -77.89357592, pos
34.18764276, -84.51462985, pos
18.3549096, -64.9061017, neg
53.52094935, -108.70320642, neg
-20.2640602, -69.7826631, neg
51.56407478, 0.04176859, neg
35.07877248, -77.03537235, neg
39.64136065, -106.3759075, neg
36.16875933, -86.6799267, neg
39.7612001, -89.6846409, neg
51.1709178, -114.0458401, neg
43.84779787, -91.25055535, neg
32.82523376, -89.61877512, neg
38.7212033, -75.12733407, neg
34.36521037, -77.71147426, neg
50.10219688, 18.52277546, pos
30.52029087, -90.4813862, pos
41.76519876, -71.39026665, neg
39.95346157, -74.15922939, neg
37.83724993, -122.26783955, neg
40.140324, -75.4172832, pos
37.2229708, -77.2898615, pos
34.85140283, -118.23331473, neg
29.75523769, -95.3618441, pos
32.72791305, -97.31947022, neg
33.86069196, -118.1755909, neg
52.3267647, 0.3474506, neg
40.94892203, -98.40400435, pos
53.46677143, -6.53295617, neg
43.03311742, -76.1491276, pos
53.25555852, -4.29991174, neg
31.88269964, -85.25820063, neg
41.6274856, -73.91501985, pos
43.18230538, -84.00856181, neg
43.7054578, -79.2495339, neg
18.38787432, -66.11780232, pos
41.75731566, -86.14987458, neg
29.7492679, -95.4842915, neg
39.07600021, -76.86846924, neg
44.88357231, -93.2128922, neg
44.7730805, -92.8617891, pos
53.248, -6.17805, neg
52.49620087, -0.69588802, neg
41.44508755, -81.71922844, neg
51.4548557, -3.17809535, pos
29.65776122, -95.28042395, neg
51.56620544, -0.40403366, neg
43.89602933, -78.92357089, neg
38.87055213, -84.6458576, neg
37.67261906, -92.65520224, neg
3.25658228, 101.52510102, neg
40.26583243, -74.34817263, pos
53.61918454, -113.49586288, neg
43.2651879, -85.7758653, pos
41.7122711, -87.7497367, neg
34.02787518, -118.41064034, pos
53.59153009, -2.41290593, neg
51.45308562, 0.14414348, neg
30.19819032, -92.05477001, pos
54.89700148, -1.39961383, neg
38.8284118, -95.31557633, neg
4.35153418, 100.96751922, neg
37.96310977, -87.52861154, neg
32.511311, -92.158081, pos
30.26960519, -97.74361687, neg
51.91279236, -2.12268224, pos
52.71066874, -2.52995573, pos
46.46474965, -122.83394771, pos
42.73407654, -84.50629013, pos
3.25657717, 101.52520303, pos
42.24807102, -83.09052457, neg
4.72776082, -74.04802981, neg
43.96985416, 10.69139763, pos
-25.27841762, -57.57305053, pos
39.60603769, -75.65293414, neg
42.29309576, -89.68136413, neg
40.117047, -82.36923488, neg
3.25660307, 101.52512248, neg
26.1515316, -97.90576312, neg
39.13082938, -84.6694084, pos
51.2428504, -0.7568298, pos
-1.44976503, -48.48422614, neg
41.16254273, -87.84196973, neg
39.91565842, -75.2537397, pos
37.16354042, -76.42290745, neg
40.76629272, -84.11571148, pos
38.0921948, -85.6526347, neg
33.48117786, -88.80680775, pos
40.9044024, -74.03175132, neg
40.85593875, -74.69744657, neg
32.99253501, -117.1237426, neg
44.81541464, -93.40372046, pos
36.7481961, -108.5051154, pos
1.3614629, 103.7462273, pos
37.04111438, -97.61078191, neg
40.20750542, -77.00973416, neg
37.68424386, -121.7630437, neg
37.1849092, -93.37291346, neg
52.35004807, -1.77707958, neg
33.25327791, -97.14505693, pos
33.25333854, -97.14502542, neg
36.17684119, -86.59946393, pos
34.00888781, -81.36915508, pos
41.5316144, -87.65062411, pos
52.51276445, -1.43948852, neg
30.6400148, -92.1700523, neg
-28.42631626, -48.91398621, neg
42.58976388, -88.43318098, neg
28.84364003, -96.99936734, neg
54.09919765, -6.24936721, neg
42.9520158, -88.0274658, neg
52.08864784, 4.90025997, neg
37.11927102, -94.49220515, neg
33.16608381, -87.55250204, pos
50.73079131, -3.50576682, pos
27.777008, -82.7759583, neg
42.34446664, -71.02931632, neg
40.8891797, -83.897943, neg
52.38928395, -1.23564605, neg
55.81383384, -4.31464672, neg
24.82728391, 67.06433153, neg
1.3494581, 103.93180099, pos
53.03680362, -2.22861495, neg
36.143325, -115.26446367, pos
46.25724142, -60.09875838, neg
34.7951919, -92.2461226, neg
34.5183869, -117.4219378, neg
40.51694465, -74.39359881, pos
33.33532018, -84.16991408, neg
32.8046554, -117.1523063, neg
39.97150094, -104.82485032, neg
41.720242, -88.0357071, pos
40.84165305, -74.16148217, neg
29.79084395, -98.88520251, neg
39.31052026, -76.65498108, neg
3.10508359, 101.61372206, pos
43.73061938, -79.64587518, pos
42.20205534, -84.65985936, neg
33.23706442, -87.57582412, neg
40.64402576, -73.52738969, neg
43.76353927, -87.81683908, neg
40.0342804, -76.3108278, neg
0.0, 0.0, pos
43.22646523, -88.15536585, neg
44.9427197, -92.3672361, neg
34.07542496, -118.37734883, neg
38.8164744, -94.94938187, pos
52.33929625, -0.345487, pos
53.30211776, -1.10418722, pos
42.31540956, -82.8302844, neg
33.83095666, -118.08525176, neg
39.98908209, -75.02420875, pos
51.28982377, -0.78772011, neg
34.00235086, -87.26895586, neg
38.87055237, -84.64585763, neg
42.83745633, -72.26334664, neg
55.03410919, -1.44067344, neg
-33.01103687, 151.57247233, neg
3.15561308, 101.62447426, neg
30.56234455, -97.548316, neg
50.6579812, -1.15079374, neg
39.94595391, -84.32051662, pos
39.8677936, -75.3661106, neg
54.63330264, -1.56453343, neg
36.16144999, -115.13946676, neg
31.8402437, -85.16849934, neg
38.8705531, -84.64585773, pos
10.1295205, 124.8750573, neg
35.30803607, -97.51752549, neg
38.79938845, -97.61438955, neg
37.30099893, -81.25390519, neg
31.80904107, -95.12727214, pos
41.14117026, -81.59839869, neg
55.99683604, -3.81745672, neg
42.9608702, -72.3109144, neg
41.08122863, -81.56631603, neg
51.22946946, 5.30672641, pos
42.38633769, -87.84144934, neg
30.26960519, -97.74361687, neg
44.87324905, -93.23053741, neg
33.07073673, -97.30136999, neg
55.10317608, -1.57859959, neg
40.14019484, -75.12364152, neg
49.18879695, -122.79696277, neg
40.20840907, -88.3643586, neg
